index	dev_index	question1	cues	question2	cues	judgment	is_important	
767	32919	How do you overcome the fear of the unknown phobia?	unknown [8]	What is the possibility that North Korea will start a war in the next 2-3 years?		0	No
768	27865	If you were dying, would you upload your consciousness and your memories into a 10-year-old clone of yourself?		If I create a clone of a younger version of myself and uploaded my memories to it, how do I then destroy the old version of me without committing murder, without feeling killed?	without [28] | without [32]	0	No
769	33976	How do I use Windows 7 Home Basic without an activation key?	without [8]	How can I set a night mode on Windows 7 Home Basic?		0	No
770	16956	What is the cause of an electric shock? Is it current or voltage?		Why doesn't direct current (DC) give an electric shock, while alternating current (AC) gives a shock?	n't [2]	0	No
771	16263	Are men more likely to fight each other for a woman vs women fighting each other for a man?		When men fight, they often punch each other in the face or stomach. Would it not be more effective for one to just kick the other in the testicles?	not [17]	0	No
772	27107	How do I learn machine learning?		I am from non programming background, how can I learn machine learning by self?	non [3]	1	No
773	35940	Are you a morning person?		What are the best ways to start your morning if you are not a morning person?	not [12]	0	No
774	5928	Have you ever felt intense, deep, pulsating horniness at an inconvenient time?	inconvenient [12]	Can our body absorb systemic enzymes through our skin?		0	No
775	25188	Is universe expanding because there is potential energy that transforms into kinetic energy all the time?		As universe expands without limit, dark/vacuum energies are created too so is the energy that can be created (potential energy/potentiality) infinite?	without [3]	0	No
776	193	How do l see who viewed my videos on Instagram?		How can I see who viewed my video on Instagram but didn't like my video?	n't [12]	1	No
777	25371	What does the ""don't pound it too much"" or similar English idiom mean?	n't [7]	Is ""much cattle, much care"" an English idiom? What does it mean?		0	No
778	38997	What would have happened if Hitler hadn't declared war on the United States after Pearl Harbor?	n't [7]	What would have happened if the United States split in two after the revolutionary war?		0	No
779	16335	How did you overcome your biggest obstacle?		How did you overcome insurmountable obstacles?	insurmountable [4]	0	No
780	27491	What are some things that most people don't know are stupid?	n't [8]	What are some dumb things that most people do?		0	No
781	25192	What does the order of who views your story on Instagram mean? Why is one person always on top no matter when they view it?	no [20]	What happens when you view a public Instagram story and then you block that person are you still going to appear on their viewers list?		0	No
782	40254	Do taxpayers have to pay for Bill's mistress SS coverage if he makes it to the White House?		Is it possible for a married man not to have sex with wife if he has a long term mistress?	not [7]	0	No
783	9730	What do I need to get accepted in MAMASELF Erasmus program?		What are the countries where I don't need recommendations for getting admission to a graduate program in a university?	n't [7]	0	No
784	34873	What are a few reasons that a completely non racist person would have for refusing to date outside of their race?	non [8]	How has Sino-US relationship evolved and how would it affect the future if China outpowers US?		0	No
785	4027	What if jio is not registered within 48 hours?	not [4]	If this question were a census of active Quora users, the methodology being to see how many people view it within 48 hours (counted via following it), what percentage of total Quora members will be reached?		0	No
786	4109	How would a Trump presidency affect schools accessibility for international students?		How will Donald J Trump's presidency affect the opportunities offered to non US students?	non [12]	1	No
787	14377	When women vote for Hillary because of her gender, is that sexist?		Is it just as sexist to support Hillary Clinton because she is a woman as to not support her because she is?	not [16]	1	No
788	558	How can I see who viewed my Instagram video?		Why can't I see views on my Instagram videos?	n't [2]	1	No
789	37531	I am balding. What the fuck is going on with my hair?		I am male, 25, not married and I am going bald. I am extremely worried about it. How can I stop thinking too much about me being bald?	not [6]	0	No
790	1022	Is there any football club/team that is labeled 'underdog' and not so famous, yet managed to win the cup/title/league?	not [14]	Can a club from the Football League do a cup treble?		0	No
791	17891	Why don't we (or other animals) have more eyes?	n't [2]	What are other reasons we need to keep animal testing?		0	No
792	6512	How do I love my body as a guy?		How do I not repeat the mistakes I made before as a Nice Guy with my new crush?	not [3]	0	No
793	10419	What's the reasoning for not having released all the Star Wars films in order?	not [5]	Why did they make the Star Wars movies out of order?		1	No
794	16838	What were the two famous open problems that George Dantzig mistook for homework and solved while being a graduate student at Berkeley?		I am a UC Berkeley student and a Dropbox user, but didn't sign up for the Dropbox Space Race. Is it too late for me to get the free 25GB for two years?	n't [13]	0	No
795	3986	Is there a thinly veiled and persistent discrimination against Muslim Malay minority in Singapore?		I have heard that Oregon is not the most diverse state and that people tend to discriminate more there against minorities, is this true?	not [6]	0	No
796	4733	I'm 2 weeks pregnant and I don't want the baby; what should I do?	n't [8]	What is the best way to get rid of a 2-3 week pregnancy?		0	No
797	12914	What does the song ""I'm Not Made Of Steel"" by Michael Bolton mean?	Not [9]	What is the meaning of the song Castles Made of Sand?		0	No
798	6498	Has Donna Tartt done a lot of drugs?	Donna [1]	Has the success of Donna Tartt's ""The Secret History"" increased the number of students who enroll in classics courses?		0	No
799	31141	What is a single witty word for ""unrecognized talents"" in English or Hindi?	unrecognized [10]	What is the English word for the Hindi word 'manana' as in if someone is upset?		0	No
800	15708	Can you have a website with HTML only and no CSS?	no [9]	Does issued mean in status check visa?		0	No
801	571	Why is medical treatment costly in India?		Why can't all medical treatments be free of cost?	n't [2]	0	No
802	20725	Cinema choopistha mama song meaning in hindi or english?		How do I make sure I do not forget my close friend's birthdays?	not [7]	0	No
803	30736	Is it a good idea to never open the lights in the evening to avoid blue light from interfering your sleep?	never [6]	What evidence is there that exposure to blue light (say from a computer) late in the evening interferes with sleep?		1	No
804	20723	What is the smallest decision you have made leading to the biggest impact on your life?		What seemingly unimportant decision made the most profound impact on your life?	unimportant [2]	1	No
805	17308	When should incest between consenting adults be allowed and when should it not be allowed?	not [12]	Why can Muslim men marry 4 times?		0	No
