index	dev_index	premise	cues	hypothesis	cues	judgment	is_important
613	3534	What ruler, besides John of Saxony and Philip of Hesse, formed the Schmalkaldic League?		The Swiss cities, however, did not sign these agreements.	not [7]	not_entailment	No
614	2953	When did photosynthetic organisms evolve on Earth?		Free oxygen gas was almost nonexistent in Earth's atmosphere before photosynthetic archaea and bacteria evolved, probably about 3.5 billion years ago.	nonexistent [5]	entailment	No
615	1592	What does civil disobedience protest against?		Civil disobedience is one of the many ways people have rebelled against what they deem to be unfair laws.	unfair [17]	entailment	No
616	687	What is Norman art's most well known piece?		By far the most famous work of Norman art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery.	not [16]	entailment	No
617	4717	What is the source of oxygen production through electrocatalytic means?		Contrary to popular belief, the 2:1 ratio observed in the DC electrolysis of acidified water does not prove that the empirical formula of water is H2O unless certain assumptions are made about the molecular formulae of hydrogen and oxygen themselves.	not [17]	not_entailment	No
618	2519	What were X-rays known as at the time?		In March 1896, after hearing of Wilhelm Röntgen's discovery of X-ray and X-ray imaging (radiography), Tesla proceeded to do his own experiments in X-ray imaging, developing a high energy single terminal vacuum tube of his own design that had no target electrode and that worked from the output of the Tesla Coil (the modern term for the phenomenon produced by this device is bremsstrahlung or braking radiation).	no [51]	not_entailment	No
619	4957	When was the congregation at St. George's founded?		At this time, Methodists had not yet broken away from the Anglican Church and the Methodist Episcopal Church was not founded until 1784.	not [6] | not [20]	not_entailment	No
620	1496	Since when was the Rhine part of the areal of Hallstatt culture?		The Rhine was not known to Herodotus and first enters the historical period in the 1st century BC in Roman-era geography.	not [3]	not_entailment	No
621	4074	The movements of the lobates combs are controlled by what?		Unlike cydippids, the movements of lobates' combs are coordinated by nerves rather than by water disturbances created by the cilia, yet combs on the same row beat in the same Mexican wave style as the mechanically coordinated comb rows of cydippids and beroids.	rather than [13, 14]	entailment	No
622	1336	What branch is independant of the other branches?		The Judiciary is independent of the executive and the legislature.	independent [3]	entailment	No
623	2383	How many times has Doctor Who won the Hugo for Best Dramatic Presentation?		It has won the Short Form of the Hugo Award for Best Dramatic Presentation, the oldest science fiction/fantasy award for films and series, six times (every year since 2006, except for 2009, 2013 and 2014).	except [35]	entailment	No
624	1991	What happens to reactive oxygen species signals since they don't leave the chloroplast?	n't [10]	After detecting stress in a cell, which might be due to a pathogen, chloroplasts begin producing molecules like salicylic acid, jasmonic acid, nitric oxide and reactive oxygen species which can serve as defense-signals.		not_entailment	No
625	2939	Where did he claim he would transport energy to?		and Kiowa St. He chose this location because the polyphase alternating current power distribution system had been introduced there and he had associates who were willing to give him all the power he needed without charging for it.	without [34]	not_entailment	No
626	3167	What is one condition that an element p of R must satisfy in order to be considered a prime element?		An element p of R is called prime element if it is neither zero nor a unit (i.e., does not have a multiplicative inverse) and satisfies the following requirement: given x and y in R such that p divides the product xy, then p divides x or y. An element is irreducible if it is not a unit and cannot be written as a product of two ring elements that are not units.	neither [12] | zero nor [13, 14] | not [21] | irreducible [56] | not [60] | not [65] | not [77]	entailment	No
627	3426	What have many HT members graduated to joining?		HT does not engage in armed jihad or work for a democratic system, but works to take power through "ideological struggle" to change Muslim public opinion, and in particular through elites who will "facilitate" a "change of the government," i.e., launch a "bloodless" coup.	not [2] | bloodless [53]	not_entailment	No
628	3621	How many volts could particles be charged to in his weapon design?		It describes an open-ended vacuum tube with a gas jet seal that allows particles to exit, a method of charging particles to millions of volts, and a method of creating and directing non-dispersive particle streams (through electrostatic repulsion).	non [36] | - [37] | dispersive [38]	entailment	No
